Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,,,,
167,DynPy,1.032374956,0.013485676,0.005232242,0.093601095,0.014775735,0.015459412,0.014852874,0.145217006,2.32E-07,0.05042107,0.16294423,0.139782687,0.37382345,0.307222795,0.026465797,0.099102119,0.031932833,0.450082404,1.368843837,0.219042424,0.365838353,0.151832696,0.839618738,0.306153145,25.63101647,0.014737158,0.015422517,0.014812338,0.144916151,0.152146496,0.005071699,0.04,0.02,1.01E-05,1.542752247,0.016495613,63.32156825,,,,,,
168,DynPy,0.961216264,0.011174857,0.004405777,0.128110084,0.011191321,0.012147119,0.017317075,0.151217854,2.07E-07,0.065710306,0.135381931,0.111385537,0.291099262,0.307852498,0.025009503,0.104532038,0.031285692,0.389025912,1.127704881,0.253137247,0.402673871,0.144541576,0.693428892,0.344666298,25.53283301,0.011163022,0.012119042,0.017271302,0.150914438,0.126095208,0.002648259,0.04,0.02,9.15E-06,1.870360819,0.012180944,74.56282377,,,,,,
169,DynPy,2.262009324,0.011215186,0.004012211,0.123022829,0.011393064,0.012800285,0.013860459,4.847790609,2.20E-07,0.06813547,0.082973807,0.127425947,0.316688175,0.324231944,0.030388186,0.107162176,0.029532346,0.379202484,1.312399051,0.226090092,0.383218789,0.130461518,0.581992505,0.366218142,25.55257203,0.011315825,0.01272093,0.013762251,4.821688142,0.070016511,0.001813592,0.04,0.02,1.11E-05,2.315679939,0.00241224,66.11493182,,,,,,
170,DynPy,1592.531511,0.013694744,0.00633531,5.392947688,4.227564109,4.864020267,2.44795452,10.22948105,0.005918751,4.45E-07,0.013931198,0.130551775,0.251352649,0.217553834,0.026644834,0.103397308,0.029211178,0.436531355,1.286677136,0.007217728,0.007479849,0.00710156,0.007201542,0.007151676,25.54352038,2.560766477,3.049809471,1.456695934,6.746657881,0.000745707,1.96E-05,0.04,0.02,0.289813238,1.48E-05,0.020129575,69.80920577,,,,,,
171,DynPy,0.960350917,0.009609561,0.007060709,0.069889318,0.0106002,0.011603638,0.013804102,0.149381546,2.13E-07,0.04903212,0.170326901,0.146803205,0.304957625,0.279960637,0.02652245,0.092615603,0.030017997,0.448090167,1.010236363,0.273626198,0.437275391,0.117472873,0.702929096,0.346755873,25.62018003,0.010574653,0.011578074,0.013769324,0.149095867,0.15953797,0.004688882,0.04,0.02,9.29E-06,1.452132428,0.015407674,82.45067525,,,,,,
172,DynPy,1.295309241,0.010812305,0.004336265,0.098055874,0.008295757,0.010224518,0.016196868,0.08237592,1.79E-07,0.053202649,0.091352254,0.1343384,0.338363182,0.268552032,0.024090785,0.116637517,0.025995701,0.434671915,1.244652051,0.260843145,0.420561778,0.138943493,0.640662165,0.331519746,25.58804298,0.008294935,0.010223593,0.016195192,0.082369452,0.091101815,0.061685231,0.04,0.02,7.78E-06,1.58749499,0.015358092,81.00611997,,,,,,
173,DynPy,0.993282089,0.012378279,0.005920753,0.077112927,0.012855354,0.01473703,0.020147216,0.096030291,2.14E-07,0.058341882,0.171813948,0.145573731,0.304450785,0.291736444,0.028340558,0.092581228,0.028339068,0.438895554,1.051385296,0.274150697,0.358534932,0.109613268,0.913007557,0.313972085,25.59570131,0.012823701,0.01470386,0.020095359,0.095842664,0.160271918,0.003470885,0.04,0.02,9.12E-06,1.615491989,0.01502211,71.34957695,,,,,,
174,DynPy,0.923147793,0.011698258,0.004418241,0.103538333,0.00836971,0.009306423,0.010908471,0.170759099,1.69E-07,0.053071403,0.160176203,0.136772183,0.310360981,0.302757694,0.028303,0.095993439,0.024939148,0.357938273,1.335111617,0.232718844,0.41524705,0.148585044,0.793921051,0.308313775,25.71925234,0.008348507,0.009284872,0.010879584,0.170415839,0.149604932,0.004308621,0.04,0.02,7.57E-06,1.604575892,0.015305933,94.21012115,,,,,,
175,DynPy,0.978937957,0.008826256,0.004358734,0.079470499,0.010357488,0.012815508,0.016339697,0.258748717,2.26E-07,0.057929519,0.147290813,0.126662179,0.305944425,0.250294156,0.025115548,0.10326114,0.027570241,0.421508365,1.116933433,0.268195146,0.453350515,0.138154891,0.639993929,0.277441722,25.58983528,0.010332472,0.012787215,0.016298444,0.258252831,0.13803038,0.00432085,0.04,0.02,1.01E-05,1.762703909,0.013541151,86.6456666,,,,,,
176,DynPy,6.321929022,0.02795948,0.017769351,0.487418444,0.05216547,0.065539559,0.078612539,21.17710625,1.45E-06,0.07428058,0.000496194,0.145044262,0.267536959,0.272166897,0.032952736,0.118428463,0.03289697,0.446528982,1.140010535,0.228421112,0.391566199,0.143286416,0.009084247,0.280394463,25.55995921,0.022916859,0.030252571,0.033677055,10.52418795,1.33E-05,8.17E-06,0.04,0.02,7.23E-05,2.37686007,0.000661765,62.96666288,,,,,,
177,DynPy,2.290736229,0.012815312,0.004272516,0.13763839,0.00897219,0.010149805,0.020504298,4.081349767,1.93E-07,0.081526207,0.05663119,0.140591172,0.322726723,0.329284573,0.025176789,0.094175489,0.024947765,0.462762474,1.229827914,0.200159833,0.420231586,0.113908942,0.644300285,0.301103752,25.53910241,0.008970133,0.010147678,0.020499383,4.080607447,0.056277746,0.040256745,0.04,0.02,9.87E-06,2.758553316,-0.007574226,70.38884377,,,,,,
178,DynPy,0.940536845,0.00850564,0.004277486,0.083030261,0.010130526,0.012120716,0.011799537,0.165088274,2.54E-07,0.052271086,0.174168197,0.148176274,0.300734898,0.277320452,0.023345924,0.086380441,0.02416748,0.446640438,1.127198119,0.249933529,0.471596257,0.139473721,0.678523885,0.291612864,25.6182463,0.010103988,0.01209169,0.011767224,0.164745089,0.161868111,0.003504398,0.04,0.02,1.10E-05,1.479064771,0.016306176,90.65124941,,,,,,
179,DynPy,12.76883822,0.109735479,0.051401482,5.228005901,0.155233467,0.177383455,1.936461436,14.52781327,2.32E-07,0.020183691,0.022592631,0.141696303,0.2510217,0.302321956,0.026569494,0.111775286,0.029641326,0.406980848,1.308098288,0.015007634,0.443906572,0.081592428,0.00729212,0.233847922,25.45113503,0.093622995,0.11076671,1.147204927,9.545729885,0.001152135,1.59E-05,0.04,0.02,1.11E-05,0.625474397,0.029923241,80.10308719,,,,,,
180,DynPy,8.550274973,0.043199291,0.016746131,1.979919979,0.064332271,0.082617422,0.55304277,19.28777361,5.24E-06,0.124098494,-0.016890841,0.124466854,0.320226824,0.307819121,0.029855899,0.093802575,0.024736643,0.367483934,1.119078749,0.139569596,0.475515764,0.096643346,0.023286999,0.219497586,25.66417332,0.026748924,0.036171022,0.224003078,9.122347382,-0.000411359,6.23E-06,0.04,0.02,0.000260292,4.002548473,-0.022731191,71.37743092,,,,,,
181,DynPy,1.742289393,0.015072402,0.006366794,0.086178533,0.009777493,0.011676316,0.016351333,0.240825692,3.19E-07,0.055248747,0.04269312,0.135407777,0.330215936,0.365748892,0.028775132,0.119874403,0.030828332,0.408457508,1.080211466,0.271968335,0.485333205,0.136483995,0.924077189,0.316272856,25.53507136,0.009777287,0.011676091,0.016350973,0.240821667,0.042668204,0.108634767,0.04,0.02,1.15E-05,1.459082075,0.019063923,64.31874561,,,,,,
182,DynPy,0.87479639,0.010620094,0.004628752,0.107526182,0.008305255,0.010358025,0.014368956,0.067509619,2.07E-07,0.052326892,0.139091807,0.109541923,0.327650872,0.285592663,0.02649356,0.090230927,0.024842119,0.407045998,1.197494078,0.232975235,0.415048052,0.124713095,0.71086808,0.31499974,25.74229068,0.008276828,0.010325614,0.014317546,0.067326224,0.126399076,0.001858443,0.04,0.02,8.88E-06,1.44936567,0.016492642,90.51255274,,,,,,
183,DynPy,2.874271673,0.011760903,0.006566975,0.130604882,0.013960742,0.013984044,0.013221535,7.009152685,1.95E-07,0.063266396,0.054068655,0.122720749,0.373666863,0.314749453,0.030333847,0.101338123,0.029851036,0.481716848,1.20480227,0.211685236,0.440393083,0.158934306,0.435405101,0.345435406,25.54242519,0.013668503,0.013716036,0.012932465,6.892281082,0.034203207,0.000558951,0.04,0.02,9.66E-06,2.114883348,0.004504091,62.4836781,,,,,,
184,DynPy,2171.485908,0.015096678,0.005500951,5.288160598,4.620645911,5.477004916,2.152457355,10.58329556,0.008150338,3.48E-05,0.011776634,0.121530159,0.222135416,0.271461836,0.028688819,0.114774777,0.03097191,0.481038188,1.248041927,0.007133099,0.007420637,0.007316352,0.007171419,0.007382989,25.44401103,2.514007265,3.101681168,1.14733502,6.357901884,0.000473104,1.03E-05,0.04,0.02,0.397120177,0.001082721,0.015556426,66.94336319,,,,,,
185,DynPy,1495.565844,0.021022342,0.010863151,5.406751741,4.733928373,5.803419301,2.377808283,8.708973307,0.005542484,5.41E-07,0.016425779,0.122052138,0.28077741,0.237612658,0.025804286,0.083120463,0.02387465,0.389505175,1.150366924,0.007050606,0.007007667,0.006982032,0.007145844,0.006582848,25.50563108,2.918361156,3.699841576,1.440749378,5.83162373,0.00090569,1.75E-05,0.04,0.02,0.270040225,1.76E-05,0.022994113,85.8689425,,,,,,
186,DynPy,1.001615642,0.008974959,0.004626927,0.108938461,0.013050895,0.015335725,0.016839862,0.114332787,2.74E-07,0.06197452,0.145562923,0.120404812,0.319473102,0.2903946,0.031537232,0.088849098,0.034142749,0.431353112,1.356165907,0.250576717,0.400433136,0.132526034,0.806279677,0.340516095,25.53732855,0.01301668,0.015298972,0.016793712,0.114094927,0.135335325,0.002978178,0.04,0.02,1.19E-05,1.771241292,0.013761707,69.56703043,,,,,,
187,DynPy,1.035633477,0.013972428,0.006096925,0.106262708,0.01101453,0.012171207,0.01720626,0.16507775,2.63E-07,0.055786177,0.162589623,0.142408166,0.267990898,0.295146171,0.029818061,0.119923403,0.035759953,0.43648657,1.171083477,0.228800332,0.478075431,0.1363139,0.932926796,0.28658718,25.51604223,0.010991994,0.012148444,0.017169458,0.164809757,0.153848771,0.005701418,0.04,0.02,1.11E-05,1.632183192,0.012652153,66.77679992,,,,,,
188,DynPy,0.974746742,0.009007978,0.006458202,0.113282818,0.011623723,0.013146897,0.020055076,0.106685374,2.78E-07,0.049142384,0.146402992,0.119198036,0.305851086,0.2755391,0.031680286,0.114652,0.028025318,0.451699573,1.070023416,0.201807686,0.389534577,0.110662241,0.739762233,0.266456828,25.57479722,0.01158575,0.013107634,0.019986591,0.106408771,0.134213254,0.003005628,0.04,0.02,1.19E-05,1.449436137,0.017704724,80.53711462,,,,,,
189,DynPy,1.020256587,0.011178702,0.004172324,0.081680695,0.010873298,0.011376355,0.013777871,0.272486566,2.61E-07,0.058666667,0.152199467,0.135429077,0.373720407,0.314109564,0.030743449,0.115177766,0.026027851,0.424207217,1.204996912,0.223866485,0.486798614,0.149396242,0.715883338,0.327877538,25.53412685,0.01085411,0.011358005,0.013752454,0.272105056,0.145036882,0.005893765,0.04,0.02,1.15E-05,1.747301181,0.010261281,70.18948674,,,,,,
190,DynPy,0.969124132,0.012043432,0.004753507,0.089520293,0.010731849,0.011734967,0.013955584,0.171888134,2.39E-07,0.051406022,0.1401315,0.117671612,0.336038325,0.279881461,0.027543938,0.100848583,0.031227483,0.465746342,1.272318184,0.206079643,0.434935265,0.15227794,0.722092332,0.34840048,25.72122295,0.010702941,0.011706072,0.013916289,0.17152072,0.130570235,0.004171831,0.04,0.02,1.05E-05,1.584667223,0.014605762,75.00161242,,,,,,
191,DynPy,1.382222371,0.014609251,0.004820965,0.10397181,0.015737841,0.018070301,0.018201636,0.135099862,2.37E-07,0.043106462,0.102686565,0.138703443,0.277457856,0.367826945,0.036149469,0.109115294,0.033963157,0.365978963,1.376962051,0.219048807,0.353376551,0.152249728,0.694048458,0.338246681,25.50412514,0.015735282,0.018067616,0.018198542,0.135082443,0.102239393,0.053990118,0.04,0.02,9.48E-06,1.271100911,0.020602138,58.10423803,,,,,,
192,DynPy,62.40258278,0.011954199,0.00685449,5.295828745,4.33753765,4.671002035,2.33540628,10.79012348,2.68E-05,0.032919463,0.012322829,0.159970913,0.227574299,0.24205762,0.03244714,0.097333983,0.02981151,0.443251166,1.173304887,0.008326591,0.014526292,0.008507423,0.007428151,0.116728219,25.4085853,3.096719282,3.418994554,1.645926014,8.188062985,0.001044326,4.11E-05,0.04,0.02,0.003965367,1.142979625,0.017626671,66.87233043,,,,,,
193,DynPy,1.023932873,0.009755893,0.005517204,0.100483204,0.013360027,0.014485083,0.012284194,0.309141498,2.61E-07,0.044224909,0.141974683,0.120441701,0.290715805,0.278752949,0.030166629,0.087360801,0.03344773,0.494144106,1.383686351,0.26454998,0.379389266,0.137680627,0.647302665,0.275665856,25.57745047,0.013319248,0.014444666,0.012245,0.308392656,0.131229431,0.004129353,0.04,0.02,1.12E-05,1.363291481,0.01670827,79.20884323,,,,,,
194,DynPy,1.105506452,0.016358092,0.007806995,0.098139948,0.018327541,0.020681318,0.018851577,0.17435822,2.46E-07,0.049387502,0.156010746,0.128131358,0.273043577,0.306671988,0.031751387,0.129370793,0.038530798,0.394677642,1.063775869,0.275115193,0.363990435,0.121574184,0.812896199,0.388450876,25.53876955,0.018266,0.020617834,0.01878541,0.173893569,0.142363354,0.002666165,0.04,0.02,1.02E-05,1.383252977,0.018756242,72.74471903,,,,,,
195,DynPy,1.442510726,0.009823257,0.004558118,0.071002357,0.009796899,0.01189193,0.017147095,1.459017296,1.70E-07,0.045973786,0.115526927,0.145257803,0.344818561,0.27261289,0.022476442,0.085689496,0.026080677,0.386410499,1.226650594,0.255941016,0.356055373,0.121304353,0.595357858,0.329090622,25.63884075,0.009792649,0.011887216,0.017139319,1.458515285,0.114191211,0.027998351,0.04,0.02,6.99E-06,1.362968012,0.016515361,80.14218044,,,,,,
196,DynPy,0.97681845,0.010780225,0.007053765,0.098659045,0.010200244,0.010947344,0.014582406,0.171912593,2.73E-07,0.043869623,0.156318716,0.131177101,0.356991599,0.322151607,0.027341679,0.110204947,0.025629997,0.425869463,1.069499823,0.221492297,0.455963491,0.154565744,0.627804061,0.275495826,25.53468967,0.010169896,0.010917569,0.014537054,0.17150668,0.144445514,0.003804347,0.04,0.02,1.16E-05,1.303790099,0.017640699,73.26949477,,,,,,
197,DynPy,0.960597713,0.010245206,0.004931953,0.119236666,0.010738033,0.01279496,0.016401124,0.100941351,2.59E-07,0.051259489,0.166363768,0.135523267,0.300025473,0.34125621,0.02549256,0.098206794,0.031546379,0.463826612,1.112728636,0.214942972,0.376973253,0.127557416,0.692601841,0.294356104,25.56908202,0.010701708,0.012755391,0.016343129,0.100670339,0.151344119,0.002328809,0.04,0.02,1.10E-05,1.411881684,0.019451599,83.9918561,,,,,,
198,DynPy,1.101622816,0.010229383,0.006769542,0.08333452,0.01325241,0.01445901,0.014818777,0.553871761,2.45E-07,0.053144266,0.155632347,0.134240869,0.298425656,0.292095468,0.023452605,0.110364865,0.029212739,0.434834147,1.152418377,0.259215579,0.41052442,0.135572216,0.661839951,0.35422045,25.64464504,0.013211543,0.01441825,0.014771009,0.552516278,0.142749506,0.002572465,0.04,0.02,1.05E-05,1.47783321,0.016792052,76.86115456,,,,,,
199,DynPy,61.97425549,0.021588079,0.007168647,5.402864966,4.65791901,5.073269497,2.377667948,9.281202706,2.25E-05,0.043436219,0.010861676,0.122826084,0.306222756,0.238928189,0.028510365,0.094938887,0.024350329,0.366109109,1.305790608,0.008155945,0.02828176,0.008134576,0.007318519,0.144332515,25.46590176,2.833075257,3.193412716,1.420860996,6.14301466,0.000569664,1.51E-05,0.04,0.02,0.004115352,1.426878438,0.014702173,74.05149174,,,,,,
200,DynPy,29.10380777,0.053239103,0.023138623,5.535563246,0.799172688,0.95763682,4.233819052,14.38530541,2.02E-05,0.022542572,0.019872663,0.146236815,0.330864095,0.25146689,0.026460458,0.105179729,0.027969112,0.464615276,1.318417098,0.010101117,0.410975986,0.009114331,0.007057844,0.18721668,25.56071007,0.44903316,0.559161125,2.332416703,8.888416479,0.000872264,1.51E-05,0.04,0.02,0.00101336,0.72810296,0.027284763,73.73105502,,,,,,
1,SteadPy,1.044890905,0.013579699,0.005355245,0.103618538,0.015563902,0.017204125,0.021031718,0.109845245,2.57E-07,0.059401525,0.143961561,0.120197964,0.34920961,0.3122308,0.026120934,0.112398858,0.029689834,0.445807033,1.194087667,0.255339842,0.377423915,0.13715954,0.849406707,0.353545704,25.68516274,0.015526569,0.017166402,0.020978982,0.109636169,0.134725152,0.003389994,0.04,0.02,1.13E-05,1.724329092,0.012620095,156.8812022,,,,,,
2,SteadPy,1.000952168,0.010391278,0.005005946,0.140744831,0.008674022,0.010250861,0.016380389,0.169044799,2.63E-07,0.059821695,0.158876796,0.136400101,0.3119505,0.339875692,0.03260311,0.105196227,0.027709043,0.434358114,1.288166216,0.221001217,0.479222393,0.126193647,0.867704916,0.306354236,25.64349563,0.008654281,0.010229535,0.016341418,0.168739521,0.149230595,0.004280935,0.04,0.02,1.15E-05,1.745321446,0.013413325,122.5626693,,,,,,
3,SteadPy,1594.337785,0.013411857,0.005460825,5.315826252,3.940372713,5.12175671,2.183365783,9.140354917,0.006051828,2.00E-06,0.015760894,0.12288203,0.220961031,0.289608659,0.027823634,0.132524924,0.028250529,0.372240042,1.177787863,0.007377201,0.007451055,0.007695758,0.007385584,0.007573453,25.46169697,2.476597104,3.325473593,1.34949877,6.223185141,0.000896624,1.63E-05,0.04,0.02,0.284786904,6.19E-05,0.021113588,122.6425519,,,,,,
4,SteadPy,1.018527476,0.013328686,0.004857564,0.084888395,0.012673536,0.01514581,0.016476603,0.238879266,2.11E-07,0.051046966,0.165485488,0.14216686,0.308572689,0.333947537,0.023061131,0.088334553,0.0292296,0.441739027,1.070184379,0.266839484,0.451576294,0.12492751,0.703511676,0.333183674,25.54131765,0.012640365,0.015109573,0.016431523,0.238383127,0.15409676,0.004042937,0.04,0.02,9.12E-06,1.491020729,0.01605033,145.227905,,,,,,
5,SteadPy,1.29603556,0.010014113,0.005232114,0.124218674,0.014419664,0.018008665,0.019353816,0.981024694,2.06E-07,0.056871422,0.153312812,0.147847401,0.277225032,0.302533996,0.034571104,0.122439893,0.031086227,0.46634134,1.273082674,0.2431591,0.385426608,0.136216165,0.636918998,0.353860283,25.50927887,0.014392435,0.017977581,0.019315612,0.979554902,0.145690161,0.006496844,0.04,0.02,8.91E-06,1.697792382,0.011180348,120.0049217,,,,,,
6,SteadPy,0.976025282,0.014350121,0.004919069,0.060935807,0.008422931,0.010370953,0.011875516,0.204062913,2.64E-07,0.047440354,0.167427116,0.144295533,0.362700642,0.294769527,0.025226613,0.097007268,0.031353772,0.421732121,1.029714939,0.278159324,0.480459108,0.131995409,0.758935068,0.296347534,25.60347897,0.008400114,0.010345272,0.011841889,0.203624258,0.155922125,0.004980362,0.04,0.02,1.14E-05,1.442915776,0.017479876,169.9632933,,,,,,
7,SteadPy,52.13216049,1.553320215,0.870384003,5.394076364,3.594351614,4.82054931,1.679812291,9.354024599,8.56E-07,0.026855468,0.018031422,0.141734345,0.283244371,0.281396835,0.027476122,0.112454091,0.028612041,0.321571888,1.161520917,0.007522995,0.009879604,0.008332553,0.007283526,0.089625906,25.51301621,2.644493584,3.629220436,1.221228833,7.280135675,0.001652219,3.46E-05,0.04,0.02,4.42E-05,0.904475709,0.024180256,121.944463,,,,,,
8,SteadPy,0.942781464,0.012581102,0.006479447,0.10111085,0.007022815,0.008671674,0.0155904,0.144201168,2.00E-07,0.06252753,0.147585888,0.127802737,0.348166079,0.270685747,0.024924713,0.109246554,0.025131317,0.414931014,0.98396719,0.222793217,0.46448438,0.120832246,0.855459711,0.338890051,25.55839319,0.00700919,0.008656296,0.015558782,0.1439792,0.140028034,0.005297521,0.04,0.02,9.03E-06,1.910053995,0.01098069,169.8531735,,,,,,
9,SteadPy,0.955912348,0.010668286,0.004675278,0.081869564,0.011132069,0.013648007,0.013976192,0.087759629,2.55E-07,0.056256527,0.162943811,0.136422364,0.382073457,0.318176161,0.027353002,0.086526143,0.025057174,0.426325127,1.17823842,0.23397808,0.421497561,0.125687763,0.881018885,0.273549088,25.71829331,0.011102162,0.01361449,0.013936942,0.087572536,0.151321472,0.003469221,0.04,0.02,1.12E-05,1.631618036,0.015898836,170.4878612,,,,,,
10,SteadPy,1.055421882,0.012352685,0.005223339,0.15472083,0.010334282,0.012339975,0.018819065,0.274131115,2.41E-07,0.049418102,0.152707222,0.131452432,0.298416324,0.310795333,0.027278048,0.132037338,0.03401989,0.45524247,1.254765589,0.227445245,0.489772327,0.130086009,0.787623169,0.324235927,25.60671644,0.010307634,0.012310888,0.018768339,0.273570189,0.142536715,0.004346501,0.04,0.02,1.01E-05,1.44147456,0.014947119,124.4188354,,,,,,
11,SteadPy,0.967335348,0.012222446,0.004869537,0.080654305,0.012739775,0.014043089,0.014419747,0.133605549,2.35E-07,0.053879562,0.165639741,0.141841259,0.306558443,0.259968533,0.028839204,0.080075216,0.023871183,0.402188488,0.999056956,0.219337003,0.368787555,0.143347693,0.841228239,0.302991945,25.62077555,0.012708299,0.014011373,0.014382505,0.133343611,0.154940894,0.004539201,0.04,0.02,1.04E-05,1.61448308,0.015410488,168.8525264,,,,,,
