Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
54,Java_BSM,1.066917598,0.015357245,0.004931487,0.089090706,0.011350531,0.011550873,0.015124533,0.36968789,2.6016E-07,0.053995199,0.164431078,0.144803199,0.335563201,0.291463816,0.034606193,0.10177419,0.032575607,0.390767856,1.192060827,0.26331313,0.425375098,0.132876125,0.702114189,0.310613127,25.58466565,0.011323334,0.011525626,0.01508659,0.368983939,0.154083894,0.004692161,0.04,0.02,1.12113E-05,1.585566771,0.014785623,3.518
55,Java_BSM,1.1196918,0.012801568,0.004844315,0.109667577,0.013180833,0.015211929,0.022508594,0.354855711,2.22357E-07,0.058021819,0.166013815,0.148842624,0.32206049,0.286615587,0.033081895,0.108398751,0.02912685,0.434100044,1.201777315,0.232574446,0.498238601,0.125725588,0.896899694,0.318885827,25.6251263,0.013154469,0.015184174,0.022461455,0.354291676,0.157204532,0.005742869,0.04,0.02,9.61168E-06,1.707381243,0.012589319,3.465
56,Java_BSM,1.044889057,0.012249744,0.005588446,0.116793056,0.009767178,0.011102722,0.013561363,0.307997944,2.46226E-07,0.057689663,0.159151407,0.140597529,0.310928692,0.336571546,0.032423787,0.102052748,0.026244934,0.473324058,1.185073377,0.236608065,0.468508168,0.164725615,0.832381328,0.302301549,25.69383695,0.009746777,0.011081568,0.013531705,0.307486716,0.150352488,0.005202932,0.04,0.02,1.07184E-05,1.705719274,0.012577411,3.453
57,Java_BSM,1.113467804,0.011180623,0.006916509,0.129117375,0.011899347,0.013471521,0.017153446,0.428348066,2.50431E-07,0.055255258,0.171661007,0.154321671,0.331469961,0.285131257,0.025663009,0.114643151,0.029179169,0.465835339,0.987885028,0.209895933,0.420492327,0.157001173,0.744640881,0.317067201,25.67578898,0.011873561,0.013444891,0.017114526,0.427610407,0.161834289,0.005511383,0.04,0.02,1.07832E-05,1.621669258,0.014041521,3.464
58,Java_BSM,1.183127326,0.013983645,0.007479286,0.12245582,0.014611169,0.016946658,0.022178921,0.317146191,3.15147E-07,0.054031474,0.155841165,0.133356702,0.267350908,0.380137881,0.032480205,0.124537195,0.04250953,0.454997252,1.253535759,0.301417224,0.511649681,0.147090942,0.903120198,0.348375393,25.54204925,0.014569759,0.016902844,0.02211311,0.316431807,0.144368733,0.003670103,0.04,0.02,1.27196E-05,1.516652425,0.016356821,3.452
59,Java_BSM,0.998988138,0.016586828,0.005737218,0.076130293,0.014658252,0.016035194,0.011442108,0.116620836,2.50707E-07,0.053339348,0.151507428,0.126557501,0.29280995,0.284794527,0.028894829,0.113264951,0.027707763,0.36966125,1.118718394,0.26594507,0.413463953,0.164142893,0.821428396,0.324559539,25.62619057,0.014618584,0.015995608,0.011409688,0.116370007,0.140823234,0.003643342,0.04,0.02,1.06946E-05,1.555479554,0.015262023,3.463
60,Java_BSM,1.156586582,0.014246555,0.006422934,0.104527988,0.012624844,0.01328936,0.016217807,0.57176578,2.67774E-07,0.057719246,0.166121632,0.15124954,0.330904098,0.326551896,0.03492524,0.108450708,0.033407838,0.417980133,1.05643885,0.239507168,0.382565254,0.132756099,0.677534786,0.275911131,25.52962366,0.012597541,0.013263144,0.016181084,0.570783135,0.156630203,0.005412252,0.04,0.02,1.13392E-05,1.67478153,0.013554857,3.456
61,Java_BSM,8.70458427,0.1024621,0.032073071,5.05008286,0.108134662,0.132996688,0.637711104,17.06523633,6.70005E-07,0.042906995,0.011482387,0.122289656,0.28837917,0.282822252,0.027865055,0.101720318,0.032806692,0.398893721,1.14703344,0.031494165,0.43736101,0.130849093,0.007252652,0.240860896,25.58117597,0.050048096,0.064608752,0.287865012,8.879314602,0.000343267,8.47435E-06,0.04,0.02,3.38107E-05,1.399199662,0.015994712,3.466
62,Java_BSM,1583.130967,0.037424956,0.012603718,5.407186406,4.404789636,6.146569894,2.559082206,10.0313688,0.005909202,2.53846E-05,0.015059386,0.128879078,0.254343558,0.251935847,0.028303324,0.085245675,0.029380662,0.371728798,1.113483779,0.006988166,0.006969503,0.007120879,0.006909381,0.00728142,25.45579954,2.559431632,3.708197759,1.45818073,6.378384555,0.000711727,1.43758E-05,0.04,0.02,0.285134658,0.000803993,0.020575048,3.464
63,Java_BSM,0.987145871,0.009346484,0.005129064,0.085133959,0.0142131,0.016108477,0.01571561,0.196566571,1.9333E-07,0.051003279,0.149470486,0.12510006,0.369912352,0.281284738,0.028926245,0.092498465,0.025631036,0.44693494,0.993429821,0.249369219,0.374821221,0.138143067,0.667846736,0.346958376,25.591759,0.014172272,0.016066266,0.015668346,0.196117799,0.138328783,0.003398008,0.04,0.02,8.43343E-06,1.510173848,0.015927348,3.459
64,Java_BSM,45.69284549,0.038227845,0.024835579,5.410065517,2.571167275,3.191258062,3.184701754,12.28539213,3.60787E-05,0.015985064,0.022089627,0.15004556,0.287344311,0.265030653,0.033569504,0.105631231,0.030889405,0.428003419,1.057333162,0.008887104,0.17929994,0.009353845,0.007291479,0.130688398,25.4189865,1.614438675,2.071620593,1.965214676,8.35329016,0.001257303,2.03625E-05,0.04,0.02,0.001774671,0.512691303,0.029891195,3.461
65,Java_BSM,0.969059771,0.016001451,0.004415454,0.085220759,0.00951615,0.010472037,0.012909168,0.197414927,2.41959E-07,0.054199528,0.159107885,0.136964338,0.372796273,0.3188034,0.021922258,0.093864213,0.026196402,0.36372057,1.294764501,0.212316234,0.454746877,0.14612513,0.785395237,0.291280791,25.60313813,0.009493557,0.010449357,0.012877078,0.197042438,0.149181337,0.004477689,0.04,0.02,1.0689E-05,1.618616764,0.014196097,3.448
66,Java_BSM,0.951513134,0.00931443,0.004234821,0.077406832,0.00808689,0.010238245,0.016693041,0.236090192,1.71213E-07,0.056625363,0.165644487,0.146300814,0.372405273,0.286010483,0.022147718,0.098199711,0.023525894,0.445296173,1.17492609,0.239193575,0.441158705,0.103249887,0.742753493,0.285244627,25.71463738,0.008070556,0.010219383,0.01665774,0.235711269,0.156773472,0.005592235,0.04,0.02,7.68749E-06,1.70967105,0.012693181,3.47
67,Java_BSM,1336.908601,0.517068033,0.115547722,5.480367901,4.059629137,5.088278617,2.163908745,9.910147976,0.004989681,7.70147E-07,0.017645551,0.141211454,0.241235878,0.269767738,0.027520324,0.103390286,0.027794526,0.357640055,1.188233283,0.00740092,0.007486637,0.007033689,0.0071419,0.007101585,25.4956809,2.737422189,3.532271127,1.437072773,7.162220169,0.001216532,2.35112E-05,0.04,0.02,0.238722075,2.42562E-05,0.023553801,3.457
68,Java_BSM,1.002880609,0.014328829,0.005890206,0.087793353,0.01240882,0.013985472,0.012836034,0.094515239,2.73248E-07,0.053196961,0.153793499,0.12818447,0.290086714,0.366541217,0.03077334,0.117647087,0.029337642,0.390528079,1.22541291,0.226811259,0.444724156,0.159520281,0.879784679,0.375061363,25.54245523,0.012374774,0.013950469,0.012799161,0.094309139,0.142808319,0.003641099,0.04,0.02,1.16637E-05,1.552009173,0.01569231,3.459
69,Java_BSM,1.033626927,0.011928794,0.004697239,0.100080056,0.012292923,0.014239008,0.017990571,0.303624433,2.44815E-07,0.062607865,0.130808385,0.113147612,0.341022581,0.310375832,0.027779884,0.097645791,0.025867982,0.416903201,1.07057605,0.253903289,0.458929638,0.126559067,0.717052553,0.346875984,25.60406155,0.012268036,0.014212713,0.017952436,0.303135959,0.123787207,0.004315091,0.04,0.02,1.09248E-05,1.88249287,0.01004435,3.456
70,Java_BSM,1.074172798,0.012935952,0.005411632,0.104907072,0.01065458,0.010697341,0.017825409,0.351043761,2.47316E-07,0.053563511,0.171697595,0.151838391,0.292082216,0.292863563,0.032743623,0.105289825,0.035296807,0.408888441,1.043569563,0.23717659,0.41062378,0.165185004,0.846905785,0.328695439,25.51669039,0.010629516,0.010674385,0.017781504,0.350387476,0.161077927,0.005008472,0.04,0.02,1.05984E-05,1.566916,0.015172173,3.461
71,Java_BSM,0.971564095,0.009616305,0.005238482,0.07951221,0.012445332,0.013975487,0.014440693,0.220253043,2.05346E-07,0.049763926,0.160236762,0.136395279,0.339935565,0.301920021,0.025128203,0.086819896,0.026669925,0.422268617,1.090705992,0.244804297,0.386931485,0.123530577,0.660336102,0.29349164,25.67170715,0.012411233,0.013940557,0.014399268,0.219773418,0.148805943,0.003879503,0.04,0.02,9.03255E-06,1.481818932,0.016345088,3.483
72,Java_BSM,0.928688166,0.013362799,0.005534011,0.097597003,0.008149719,0.010342992,0.010415475,0.159551157,1.92252E-07,0.056459012,0.163118048,0.142199786,0.393411208,0.256328145,0.022279622,0.09824071,0.023561733,0.402841089,1.131720099,0.202223119,0.407482139,0.128476129,0.804043499,0.294775063,25.64203147,0.008132885,0.010323505,0.010392949,0.159289267,0.154194603,0.005319173,0.04,0.02,8.60216E-06,1.700661846,0.012766783,3.455
73,Java_BSM,1273.862292,0.01213061,0.0073093,5.382603783,4.553749919,5.457656489,2.617663067,9.546251229,0.00475926,4.76367E-06,0.018689486,0.156154323,0.240541371,0.254401174,0.02990129,0.095208982,0.026614335,0.474580669,1.027147569,0.007346952,0.007628661,0.007410235,0.007112342,0.007506094,25.52996298,3.341969141,4.101372022,1.897292556,7.411574552,0.001677994,3.46315E-05,0.04,0.02,0.22478454,0.000148765,0.024379407,3.459
74,Java_BSM,67.87210462,0.010765061,0.005598201,5.510402842,1.060163359,1.519613536,3.820930646,14.43192177,0.000164615,0.03727072,0.012913632,0.118816051,0.306427919,0.225815306,0.030661632,0.102470134,0.026568099,0.442511032,1.045638792,0.008089256,0.363048663,0.00858845,0.006946942,0.127149811,25.50405451,0.485830062,0.731233437,1.707386217,7.442855172,0.000379222,8.08353E-06,0.04,0.02,0.008434867,1.227426283,0.018005984,3.46
75,Java_BSM,1.507753281,0.009925544,0.00801526,0.114680174,0.018065288,0.01908706,0.017447029,1.543048802,2.80725E-07,0.062130574,0.14886097,0.151863469,0.272813399,0.328903664,0.028959996,0.116969032,0.032134626,0.508551435,1.169645142,0.263981237,0.398151661,0.158083477,0.750825731,0.307125897,25.58088412,0.018030788,0.01905381,0.017412142,1.540707124,0.141301619,0.006126303,0.04,0.02,1.21132E-05,1.826076719,0.01080241,3.454
76,Java_BSM,1413.424002,0.021857293,0.009258102,5.373121844,3.778683308,5.353905296,2.213875494,8.740592121,0.005401256,3.5019E-06,0.017955305,0.143355464,0.254619053,0.306513598,0.032038232,0.130497314,0.040980866,0.50981084,1.411282475,0.00748828,0.007957763,0.007714077,0.007436578,0.007739559,25.46968414,2.827688927,4.097199916,1.637281933,6.897865061,0.001725937,3.42767E-05,0.04,0.02,0.247822812,0.000107276,0.02323781,3.456
77,Java_BSM,1.029741561,0.011925761,0.005245592,0.084197026,0.012488099,0.014534867,0.016882698,0.213542162,2.50565E-07,0.059508244,0.136618315,0.115974591,0.333957463,0.288944428,0.03013976,0.111811655,0.027991866,0.483118328,1.290426338,0.278681853,0.460691269,0.146254779,0.818873214,0.319953515,25.64200129,0.012459591,0.0145046,0.016842346,0.213154763,0.128403992,0.003938495,0.04,0.02,1.09969E-05,1.769292376,0.01174492,3.455
78,Java_BSM,0.980465286,0.009526952,0.005821024,0.090102121,0.007988421,0.009629356,0.012487048,0.269972039,2.31626E-07,0.053621978,0.159948202,0.138328558,0.335104489,0.343906861,0.024946793,0.11840645,0.025646291,0.452024663,1.133367232,0.242008554,0.465609052,0.125708102,0.818143045,0.302638838,25.54200326,0.00796864,0.009607605,0.012454673,0.269440738,0.149567097,0.004341317,0.04,0.02,1.00672E-05,1.583784412,0.014838277,3.453
79,Java_BSM,53.27018645,0.614516914,0.313322744,5.290696761,4.321387699,5.586297311,2.066730419,8.176325538,2.78135E-06,0.016269147,0.02228592,0.128766152,0.264031504,0.307471244,0.033919579,0.131070123,0.030863419,0.440877015,1.103094198,0.008786918,0.015752265,0.009528549,0.007827261,0.100767798,25.37979279,3.010412063,3.998314946,1.419453783,6.074922281,0.001691422,2.37787E-05,0.04,0.02,0.000139489,0.528416737,0.029566506,3.457
80,Java_BSM,0.904611771,0.009771563,0.004821628,0.091221941,0.009045066,0.010067518,0.010908323,0.148285645,1.67256E-07,0.053947064,0.1537805,0.130922515,0.360354374,0.310512163,0.022547172,0.082520517,0.027466124,0.39497502,1.269334358,0.250330245,0.373626982,0.124557892,0.792726495,0.314259223,25.73121642,0.009023493,0.010045614,0.010881082,0.148004568,0.144144862,0.004261165,0.04,0.02,7.52338E-06,1.630786144,0.013788043,3.469
81,Java_BSM,0.987227338,0.012510666,0.004585439,0.088272765,0.012808939,0.013098346,0.018410269,0.173868426,2.13483E-07,0.050038782,0.141384046,0.115085835,0.289608048,0.29055124,0.026640535,0.123302128,0.031933546,0.39541827,1.30007361,0.279894948,0.400368462,0.127915338,0.73792506,0.354719011,25.60418978,0.012766468,0.013058725,0.018346358,0.17341018,0.129352295,0.002716799,0.04,0.02,8.97388E-06,1.444609815,0.017178449,3.456
82,Java_BSM,0.970755193,0.012624115,0.005227109,0.078923332,0.012574052,0.013543158,0.013707578,0.122516248,2.39026E-07,0.055909192,0.137659883,0.113450294,0.329689065,0.34498806,0.02534164,0.086296343,0.030718947,0.424562739,1.00714004,0.264013272,0.478913829,0.165648682,0.784082485,0.362676083,25.58465871,0.012540175,0.013509873,0.013668912,0.122253914,0.127992539,0.003280247,0.04,0.02,1.03475E-05,1.646867967,0.013816243,3.456
83,Java_BSM,1686.356298,0.013224116,0.005735755,5.395986554,4.525013953,5.639216606,2.618501167,9.779185963,0.00625591,9.31418E-05,0.014664841,0.158853131,0.299262234,0.236522712,0.02448666,0.105323059,0.023681756,0.366512079,1.093166604,0.007116398,0.007314035,0.007250482,0.007054666,0.007538068,25.48315599,3.310198162,4.225079982,1.891587456,7.571889361,0.001302276,3.4808E-05,0.04,0.02,0.305476584,0.002973113,0.019169127,3.461
84,Java_BSM,1.030700702,0.013792917,0.005295269,0.119280891,0.009649453,0.010549147,0.014350324,0.414072079,2.18246E-07,0.054596032,0.153397317,0.13437037,0.28815074,0.270370136,0.026133042,0.101503085,0.032975842,0.419081411,1.055167377,0.228202448,0.418738879,0.12768414,0.665285694,0.343446124,25.53309442,0.009625583,0.010525343,0.014313157,0.41325806,0.143451325,0.004221459,0.04,0.02,9.48797E-06,1.61281717,0.014216459,3.447
85,Java_BSM,1.123624071,0.015578818,0.006508663,0.120121169,0.013207505,0.015129086,0.015530883,0.400291826,2.0956E-07,0.062587387,0.156908154,0.142908141,0.348874685,0.301712018,0.025778853,0.095826671,0.033893517,0.353007144,1.188731558,0.249385915,0.532392313,0.148944531,0.809822748,0.34271411,25.57008397,0.013185297,0.015105882,0.01550354,0.399756998,0.149851337,0.006513503,0.04,0.02,9.20952E-06,1.862518812,0.010090344,3.459
86,Java_BSM,1.037630889,0.013545573,0.006495838,0.115214565,0.0110398,0.011614183,0.015766598,0.239408407,2.73444E-07,0.057568171,0.154205795,0.133835347,0.2973013,0.337370802,0.032802944,0.096461107,0.028693973,0.48266163,1.155032266,0.214046395,0.456026967,0.157136497,0.719724856,0.275061108,25.62473903,0.011015274,0.011590646,0.015729924,0.238985733,0.145168537,0.004666167,0.04,0.02,1.19329E-05,1.705014735,0.012919158,3.45
87,Java_BSM,0.923794778,0.008342317,0.003859283,0.091938812,0.008973042,0.01046792,0.015662159,0.12753731,2.26052E-07,0.048898548,0.165373587,0.139866807,0.352215983,0.318390912,0.027084075,0.085805829,0.023620424,0.434560789,1.172925502,0.249701448,0.361251025,0.134358464,0.713453068,0.272413606,25.71602066,0.008948581,0.010441889,0.015617458,0.127260994,0.153632103,0.003998013,0.04,0.02,9.90794E-06,1.452537749,0.016787364,3.523
88,Java_BSM,0.995464532,0.016581635,0.006111521,0.093588103,0.013333591,0.015058532,0.01556968,0.174306393,2.16847E-07,0.051706918,0.15188838,0.127731099,0.33390752,0.287117282,0.025514081,0.085922948,0.026948368,0.365377576,1.245318826,0.244624445,0.385208163,0.122522494,0.634944521,0.353647392,25.70616976,0.013297139,0.015020978,0.015525115,0.173927668,0.141075577,0.003640963,0.04,0.02,9.4597E-06,1.531050235,0.015457198,3.457
89,Java_BSM,1.114576667,0.014378843,0.00475834,0.081454224,0.011060511,0.011632051,0.020512369,0.540314626,2.28462E-07,0.056449529,0.151478999,0.135259242,0.368214697,0.283859914,0.026851381,0.121664929,0.03295863,0.38353057,1.331109048,0.275928101,0.473251183,0.125319265,0.707723021,0.265124757,25.70300746,0.011034397,0.011606999,0.020461663,0.539300819,0.142077845,0.00444593,0.04,0.02,9.93289E-06,1.667662148,0.013437722,3.455
90,Java_BSM,0.993749007,0.011326501,0.004550225,0.074576921,0.01391627,0.016350323,0.013875125,0.199633219,1.96365E-07,0.057503302,0.150454291,0.130317304,0.392118463,0.284381699,0.022772647,0.105030667,0.029545933,0.40469482,1.075037911,0.240464739,0.406742629,0.117735696,0.784069643,0.318777565,25.72158185,0.01388709,0.01631905,0.013844663,0.199300573,0.142105658,0.004804515,0.04,0.02,8.84251E-06,1.739580089,0.011946833,3.457
91,Java_BSM,1.164925249,0.012381752,0.004952903,0.070543851,0.011161864,0.01422442,0.012219857,0.911722977,1.85377E-07,0.06067092,0.148450731,0.141528028,0.319442657,0.262210846,0.026769965,0.079844686,0.026639703,0.382055974,1.27434906,0.265048082,0.39195218,0.132918748,0.631113586,0.29235333,25.75791861,0.01114126,0.01420047,0.01219624,0.91038565,0.141152286,0.005898966,0.04,0.02,8.40247E-06,1.843477716,0.010446185,3.452
92,Java_BSM,1.221985852,0.015028355,0.006476475,0.115988283,0.012345499,0.014514592,0.017528093,0.67483018,3.0802E-07,0.060770342,0.158104643,0.147045652,0.34401387,0.311294513,0.030836698,0.117256139,0.031459968,0.391737519,1.221700752,0.231386344,0.486040969,0.140816023,0.741731457,0.313367554,25.56388393,0.012322278,0.014489689,0.017493573,0.673821537,0.150191165,0.006019257,0.04,0.02,1.33367E-05,1.790277067,0.011309745,3.447
93,Java_BSM,1.037314287,0.013267544,0.004853893,0.082082743,0.011173777,0.014254859,0.013362866,0.385508475,2.30857E-07,0.059299848,0.139802411,0.12220541,0.312669477,0.334442637,0.025971994,0.089565582,0.02926018,0.384683071,1.193539264,0.280744902,0.440762552,0.126220678,0.82431362,0.312294684,25.57962192,0.01114908,0.014226118,0.013331941,0.384831318,0.131648512,0.00428171,0.04,0.02,1.01976E-05,1.770819578,0.011660972,3.454
94,Java_BSM,1.049463197,0.010067106,0.00411923,0.141516287,0.014945901,0.015885529,0.014538776,0.26082007,2.41164E-07,0.053613803,0.154351708,0.132384005,0.332791259,0.295042097,0.032357959,0.09208639,0.027735071,0.481363611,1.19959729,0.217252997,0.404562172,0.147537361,0.731119376,0.34682108,25.51686253,0.014907573,0.015848368,0.01449974,0.260288501,0.14400032,0.004015942,0.04,0.02,1.04232E-05,1.577523582,0.014793069,3.451
95,Java_BSM,0.969983953,0.013756024,0.004845676,0.084330605,0.012166052,0.013951004,0.014050022,0.159944666,2.18334E-07,0.051655804,0.140271208,0.114395023,0.309485946,0.338111171,0.031597604,0.113138389,0.031274492,0.379029053,1.195521919,0.267891213,0.376040014,0.137140982,0.669045441,0.310956181,25.65283378,0.012127463,0.013910635,0.014003363,0.159541415,0.128811162,0.00282032,0.04,0.02,9.32385E-06,1.507508604,0.016370899,3.451
96,Java_BSM,1.0752474,0.020753612,0.006190515,0.126226693,0.014690222,0.016398534,0.015922238,0.196296057,2.55094E-07,0.058464766,0.131053709,0.108121991,0.300825533,0.307670959,0.031242465,0.117493796,0.035491486,0.384440728,1.230629144,0.25743981,0.547533339,0.152103465,0.760787356,0.351815823,25.51564895,0.014649857,0.01635743,0.015876432,0.195867379,0.12167985,0.003066785,0.04,0.02,1.06832E-05,1.683551653,0.013381921,3.456
97,Java_BSM,1.167803674,0.013909502,0.006564591,0.148400252,0.013238104,0.013896643,0.018586244,0.524583846,2.68928E-07,0.061642052,0.161129685,0.148050607,0.318333285,0.324266559,0.0342632,0.101478395,0.028435764,0.367698638,1.046001552,0.217566943,0.385813414,0.13444708,0.801595178,0.31235346,25.62143012,0.013213975,0.013873539,0.018550774,0.523824065,0.153302899,0.006246287,0.04,0.02,1.16991E-05,1.821790328,0.011187583,3.457
98,Java_BSM,1730.233883,0.010547695,0.005282681,5.485996884,4.055501973,5.837825529,2.329630682,9.848505022,0.006495823,4.32689E-08,0.013931737,0.13037962,0.254107907,0.217561682,0.029353006,0.098653124,0.030518629,0.470869687,1.053546307,0.007064115,0.007505268,0.00692982,0.007432524,0.007307981,25.49819126,2.477103222,3.692187768,1.397309906,6.538894164,0.000740431,1.64557E-05,0.04,0.02,0.312476338,1.36766E-06,0.018915063,3.454
99,Java_BSM,1.125826859,0.008974011,0.004800165,0.106688189,0.01379918,0.014924416,0.019957418,0.369861605,3.15431E-07,0.053671051,0.164567031,0.144604484,0.331651687,0.293265648,0.034407086,0.112359895,0.036000084,0.483217759,1.357540781,0.257951902,0.449496268,0.119387647,0.761788005,0.265193467,25.61802921,0.013765186,0.014890878,0.019905942,0.36913749,0.153937964,0.004561193,0.04,0.02,1.35112E-05,1.569568504,0.015185368,3.448
100,Java_BSM,1.023820375,0.010096527,0.00589912,0.100044118,0.009962677,0.010942988,0.019423598,0.283174615,2.52628E-07,0.052647788,0.161178093,0.139347662,0.325434246,0.30651213,0.026620071,0.098627802,0.033608485,0.438133568,1.299103744,0.212385475,0.447275132,0.119675588,0.693409668,0.271926985,25.67131465,0.009937212,0.010917472,0.019371617,0.282599369,0.150401889,0.004240635,0.04,0.02,1.09729E-05,1.554326771,0.015402686,3.464
101,Java_BSM,1.005123201,0.01156004,0.004933012,0.137983507,0.011911769,0.013669492,0.011744115,0.191840833,2.43279E-07,0.058645056,0.146540903,0.125400968,0.289207012,0.343918772,0.025821549,0.117702531,0.029506455,0.462294994,1.359367425,0.217246055,0.440974366,0.145556637,0.726956347,0.302964594,25.61383887,0.011884953,0.013641421,0.011716433,0.191497617,0.137844792,0.00431638,0.04,0.02,1.06625E-05,1.742012556,0.012433231,3.457
102,Java_BSM,0.956642355,0.011206533,0.00728781,0.089549735,0.009724978,0.011550953,0.013957992,0.121640826,2.13451E-07,0.056406087,0.147197385,0.123838349,0.331579998,0.334901658,0.024441054,0.110327546,0.024340789,0.450355701,0.982210872,0.221421715,0.475063585,0.154492817,0.809953645,0.35531614,25.61467782,0.009701212,0.011525203,0.013922277,0.121404576,0.137761228,0.003936614,0.04,0.02,9.30138E-06,1.668954647,0.013488761,3.46
103,Java_BSM,0.954048242,0.014558914,0.005300941,0.115247857,0.012233692,0.014931041,0.014367631,0.09760277,1.83668E-07,0.051804933,0.139988894,0.113374732,0.369275312,0.277149623,0.027657321,0.086423067,0.033195239,0.383450854,1.005068113,0.23163232,0.462722108,0.135445493,0.822071466,0.304638694,25.57696549,0.012195546,0.01488857,0.014320728,0.097360877,0.128731086,0.002842395,0.04,0.02,7.86857E-06,1.515164516,0.016083717,3.453
104,Java_BSM,1.06690354,0.015999442,0.005459917,0.111623247,0.012011713,0.014171932,0.010655594,0.397842628,1.9634E-07,0.058024546,0.162087338,0.145176866,0.332739094,0.292033793,0.0327501,0.093533452,0.032373646,0.396966892,1.19333883,0.208318521,0.332408684,0.153616638,0.819103258,0.318783834,25.66339631,0.011987044,0.014145383,0.010632681,0.39719334,0.153268364,0.00546068,0.04,0.02,8.59886E-06,1.722705626,0.012608587,3.458
105,Java_BSM,1.360586746,0.012909982,0.00582671,0.092922591,0.014903553,0.017601414,0.013908575,1.19467289,2.27238E-07,0.063410519,0.151415992,0.150918203,0.343291526,0.309529003,0.035324868,0.111016006,0.035750108,0.401870397,1.251614297,0.239032299,0.381368993,0.124521199,0.79547626,0.364179301,25.64947216,0.014879404,0.017575399,0.013884978,1.193134692,0.144843181,0.007126031,0.04,0.02,1.00889E-05,1.900088791,0.009401385,3.457
106,Java_BSM,0.962990273,0.007396491,0.004058086,0.125959708,0.011075279,0.014002703,0.015715305,0.112143104,2.23348E-07,0.053341634,0.164524847,0.140892796,0.33852068,0.330841534,0.025677269,0.085595412,0.02518026,0.480812063,1.269760865,0.212015001,0.39254858,0.113319577,0.887693755,0.263710327,25.66911832,0.011048977,0.013972369,0.015676229,0.111931455,0.154257875,0.004604978,0.04,0.02,9.82484E-06,1.588404131,0.01468091,3.459
107,Java_BSM,0.967844876,0.016668724,0.006085446,0.099854907,0.010650939,0.012040407,0.012320529,0.164714778,2.86794E-07,0.058849903,0.13623821,0.114657681,0.374829174,0.266588222,0.023730568,0.083216125,0.028705627,0.33756383,1.149024737,0.207173325,0.404998832,0.150898975,0.773849812,0.307986054,25.6733258,0.010626437,0.012015141,0.012290854,0.164413654,0.12798726,0.003864913,0.04,0.02,1.26969E-05,1.760040116,0.011800618,3.46
108,Java_BSM,1.005928359,0.011896579,0.005480988,0.086066122,0.012449712,0.013967444,0.018542797,0.132000987,2.81153E-07,0.05553556,0.142948517,0.119173496,0.31259775,0.351171332,0.030657984,0.108606038,0.030628105,0.368069666,1.177919504,0.277738459,0.42831183,0.137130249,0.780373925,0.289504697,25.52369987,0.012417338,0.013934312,0.018492312,0.131728185,0.133236235,0.003566568,0.04,0.02,1.21824E-05,1.636888807,0.01388089,3.468
109,Java_BSM,1.056073179,0.020818712,0.007729564,0.151225948,0.009923379,0.012093196,0.017546855,0.125422273,3.38802E-07,0.055168602,0.140141678,0.114681706,0.330654129,0.320403185,0.035167727,0.109251253,0.039304082,0.377704971,1.134184682,0.247220899,0.463449239,0.134430046,0.904885206,0.309815351,25.64510776,0.009894054,0.012060595,0.017492566,0.125127685,0.129417016,0.003029973,0.04,0.02,1.39921E-05,1.573427658,0.015302967,3.464
110,Java_BSM,5.556726686,0.023932284,0.005391247,0.212269705,0.017066941,0.018447943,0.019564667,21.39254688,8.68138E-07,0.062755754,0.004087033,0.138933208,0.287903676,0.258317698,0.027703049,0.109913153,0.028046481,0.37334631,1.237424931,0.233927591,0.390419434,0.15052911,0.007034825,0.347295415,25.65823956,0.007132342,0.008125649,0.007957841,10.15590192,0.000102317,8.02228E-06,0.04,0.02,4.40278E-05,2.053061671,0.00572248,3.471
111,Java_BSM,1.115465722,0.014404249,0.007457478,0.150134161,0.01348603,0.015943837,0.021443354,0.294434347,2.69478E-07,0.053722945,0.146114754,0.12368627,0.347921972,0.339218901,0.031450015,0.118286891,0.033550107,0.420094659,1.127474575,0.217509763,0.42541751,0.118256214,0.76173332,0.370304267,25.52905951,0.013447746,0.015902549,0.021379622,0.293770043,0.135342111,0.003398579,0.04,0.02,1.13858E-05,1.5564284,0.015383413,3.455
112,Java_BSM,0.940183588,0.010711554,0.005005315,0.100003178,0.011779456,0.013576945,0.014447685,0.100303787,1.91844E-07,0.051274402,0.150736247,0.12465352,0.350227159,0.322967371,0.022443629,0.087211157,0.030403243,0.377501639,1.016013656,0.207206273,0.461070314,0.131819474,0.792843951,0.372890786,25.60566174,0.011745455,0.013541195,0.014404024,0.100073679,0.13944972,0.00336996,0.04,0.02,8.34245E-06,1.514974836,0.016132719,3.463
113,Java_BSM,1414.94122,0.027549033,0.021263502,5.37926953,4.034401473,4.975345034,2.188271804,9.670482111,0.005357022,7.35965E-05,0.017382858,0.146790646,0.250660551,0.2309628,0.027837028,0.119571713,0.036027918,0.462780057,1.030172749,0.00752008,0.007531308,0.007315883,0.007333092,0.008044782,25.42985688,2.886743641,3.651414178,1.545064654,7.349539772,0.001434745,2.96921E-05,0.04,0.02,0.250688431,0.002284317,0.022849023,3.449
