Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
192,Julia,105.5088618,0.011733334,0.00672756,5.296415789,4.256598041,4.583822097,2.373369523,10.88976776,0.00021635,0.022810807,0.016577301,0.160236628,0.228645636,0.236611708,0.031646306,0.09490946,0.029076278,0.440460233,1.165652593,0.008265057,0.019104403,0.008445022,0.007379432,0.080065874,25.41069404,3.023319165,3.339023875,1.663813037,8.227855255,0.001382043,4.04E-05,0.04,0.02,0.011174792,0.792891402,0.023616906,0.455528
193,Julia,0.964323133,0.008944333,0.005066158,0.090298472,0.012199525,0.013227939,0.011144068,0.243985697,2.41E-07,0.043996766,0.143453007,0.121003925,0.303383166,0.259566183,0.026987886,0.077859994,0.029997279,0.481463642,1.341228146,0.25836682,0.367799273,0.133272854,0.630299415,0.266591328,25.60446344,0.012162855,0.013191591,0.011109053,0.243403686,0.132749268,0.004210715,0.04,0.02,1.06E-05,1.378596133,0.016845821,0.9330195
194,Julia,1.168725878,0.017815765,0.00846584,0.109248508,0.019980756,0.022550638,0.020852252,0.202694205,2.68E-07,0.050231875,0.155168051,0.127656577,0.262711323,0.327275345,0.03514306,0.143666201,0.042558236,0.402117388,1.091640116,0.279397968,0.373947153,0.124518137,0.832114958,0.396233165,25.51677095,0.019912883,0.02248061,0.02077821,0.202147742,0.1414497,0.002626218,0.04,0.02,1.09E-05,1.386083342,0.018842204,0.539145
195,Julia,1.098734686,0.010075658,0.004674219,0.073060345,0.010050678,0.012201155,0.017659971,0.684855226,1.74E-07,0.049545368,0.157176604,0.144990521,0.342511415,0.2802104,0.023245249,0.088665208,0.026963124,0.389789941,1.238182152,0.258420808,0.359712008,0.122536603,0.615101012,0.332212931,25.63430351,0.010027257,0.012175166,0.017616953,0.68358892,0.147867749,0.006159287,0.04,0.02,7.73E-06,1.551691086,0.014425714,0.2647833
196,Julia,0.972535793,0.010703233,0.007005135,0.097807991,0.010126657,0.010868465,0.014457019,0.160654047,2.71E-07,0.045410895,0.157157038,0.131224168,0.358334984,0.320236789,0.027083538,0.109132638,0.025392285,0.424823224,1.06629651,0.220943717,0.454577072,0.15416153,0.626517788,0.274756071,25.53682271,0.01009539,0.010837789,0.01441036,0.160260394,0.144803861,0.0036708,0.04,0.02,1.17E-05,1.358355845,0.018253822,0.317266
197,Julia,0.909521391,0.009346458,0.004510717,0.106018984,0.009763284,0.011632024,0.01472199,0.089875295,2.37E-07,0.049563262,0.16678019,0.136142068,0.314906424,0.315895101,0.02254828,0.086516048,0.027961291,0.449107149,1.070345477,0.208528421,0.36292041,0.12280498,0.667137347,0.283624847,25.59932001,0.009731133,0.011597007,0.014671313,0.089640403,0.15208858,0.002402313,0.04,0.02,1.03E-05,1.381442133,0.019035046,0.3686433
198,Julia,1.145766139,0.010499125,0.00693687,0.086142708,0.01361036,0.014849158,0.015254127,0.658181443,2.52E-07,0.054328855,0.154252725,0.134085334,0.294458942,0.298282038,0.024250355,0.114259566,0.030181507,0.438273189,1.164863332,0.261020153,0.414693661,0.136966468,0.664206805,0.357239323,25.63546265,0.013566847,0.01480576,0.015203149,0.656511463,0.141053707,0.00247983,0.04,0.02,1.08E-05,1.509146672,0.017196164,1.6184903
199,Julia,78.3217119,0.022585166,0.007496733,5.392394186,4.213509311,4.587562332,2.579435746,9.791089648,0.000126351,0.031674077,0.01549015,0.122646284,0.307148338,0.240407871,0.02862662,0.095313299,0.0244521,0.366608229,1.307285203,0.008644388,0.080574324,0.008656843,0.00732902,0.117269047,25.46740817,2.494246391,2.814544251,1.499128976,6.330393401,0.000761794,1.41E-05,0.04,0.02,0.00650171,1.04182571,0.021026319,0.4648294
200,Julia,27.90929805,0.050083106,0.021929628,5.570232593,0.635631278,0.75716893,4.323678249,14.63695425,1.99E-05,0.022411464,0.019280196,0.146608178,0.346080576,0.229306337,0.023139251,0.0916262,0.024513678,0.450203837,1.264951345,0.010002817,0.411575202,0.008873616,0.006760318,0.183585414,25.58816085,0.354075282,0.438499496,2.360947677,8.976062294,0.000830552,1.48E-05,0.04,0.02,0.000995201,0.726914068,0.026503162,0.3991457
1,DynPy,1.045527062,0.013579699,0.005355245,0.103618538,0.015563902,0.017204125,0.021031718,0.109307176,2.57E-07,0.05989247,0.144069676,0.120197819,0.349210582,0.312231622,0.026120941,0.112398866,0.029689847,0.445807169,1.19408775,0.255339959,0.377423947,0.137159558,0.849428738,0.353545881,25.68516476,0.015526279,0.017166109,0.020978572,0.109097505,0.134758928,0.003364501,0.04,0.02,1.13E-05,1.740591946,0.012791064,78.43423653
2,DynPy,1.000862559,0.010391278,0.005005946,0.140744808,0.008674023,0.01025086,0.016380387,0.174460101,2.63E-07,0.058485075,0.158468073,0.136401568,0.311943645,0.339867733,0.032603034,0.105196149,0.027708952,0.434357078,1.288165264,0.221000503,0.47922199,0.126193494,0.86747258,0.306353571,25.64348052,0.008654727,0.010230016,0.016342296,0.174152161,0.149051477,0.00437692,0.04,0.02,1.14E-05,1.701479903,0.013127636,60.80710459
3,DynPy,1579.689721,0.013411787,0.005460797,5.31574599,3.940284866,5.121641858,2.183340126,9.140564141,0.005998015,1.98E-06,0.015632344,0.12288199,0.220962526,0.289608786,0.027823635,0.132524925,0.02825053,0.372240084,1.177787906,0.007377644,0.007453082,0.00769622,0.007385584,0.007573384,25.46170041,2.47665486,3.325542233,1.3495462,6.223571484,0.000889414,1.63E-05,0.04,0.02,0.281944131,6.15E-05,0.021007176,61.05153608
4,DynPy,1.017957034,0.013328686,0.004857564,0.084888407,0.012673536,0.015145811,0.016476605,0.233628736,2.11E-07,0.051682043,0.165760982,0.142165706,0.308580118,0.333956141,0.02306119,0.088334629,0.029229712,0.441740189,1.070185294,0.266840488,0.451576734,0.124927673,0.703688969,0.333184385,25.54133159,0.012639964,0.015109136,0.01643098,0.233137633,0.154224665,0.003995855,0.04,0.02,9.14E-06,1.512067582,0.016251985,76.20262671
5,DynPy,3.158604804,0.010000962,0.005230256,0.123929495,0.014414396,0.018000201,0.019337945,7.825735463,2.06E-07,0.067946126,0.059161384,0.149400209,0.273992195,0.295018644,0.034481923,0.122354133,0.030969514,0.465709963,1.272627039,0.242710342,0.385267262,0.136126945,0.37875322,0.353601176,25.50287818,0.014272847,0.017838521,0.019139504,7.764662596,0.046427757,0.001298572,0.04,0.02,1.03E-05,2.230732073,0.002780093,64.58419418
6,DynPy,0.976556323,0.014350121,0.004919069,0.060935798,0.008422932,0.010370952,0.011875514,0.210978099,2.64E-07,0.046489183,0.166968685,0.144297185,0.362688777,0.294759435,0.025226513,0.097007169,0.031353612,0.421730428,1.029713897,0.278157921,0.480458529,0.131995169,0.758679556,0.2963466,25.60345808,0.008400583,0.010345797,0.011842576,0.210533875,0.155714968,0.005081181,0.04,0.02,1.14E-05,1.409609555,0.017092642,82.47273302
7,DynPy,52.11533108,1.548781159,0.867756149,5.3940867,3.594792343,4.821551438,1.680822675,9.356842067,8.55E-07,0.026046864,0.017603505,0.14174987,0.283267874,0.281423401,0.027476331,0.112454377,0.028612382,0.321931986,1.161681363,0.007523576,0.00988297,0.008333678,0.007283526,0.089668622,25.51306201,2.644955827,3.630152007,1.222029243,7.282647227,0.001613298,3.46E-05,0.04,0.02,4.42E-05,0.876801022,0.023595401,65.77728295
8,DynPy,0.942556747,0.012581097,0.006479445,0.101110781,0.007022814,0.00867167,0.015590391,0.15242927,2.00E-07,0.060128803,0.146968019,0.127804862,0.348154006,0.270675715,0.024924595,0.109246422,0.025131148,0.414929014,0.983966012,0.222791747,0.464483718,0.120831966,0.855124068,0.338888737,25.55837265,0.007009692,0.00865686,0.015559941,0.152203309,0.139706635,0.005492494,0.04,0.02,8.97E-06,1.82862436,0.010539023,86.67739749
9,DynPy,0.954442456,0.010668286,0.004675278,0.081869561,0.011132069,0.013648007,0.013976191,0.090370195,2.55E-07,0.054713702,0.162465112,0.136423066,0.382068556,0.318172056,0.027352964,0.086526113,0.025057122,0.426324509,1.178238015,0.233977596,0.421497382,0.125687677,0.880913171,0.273548527,25.71828359,0.011103008,0.013615438,0.013938052,0.090182989,0.151182725,0.003567846,0.04,0.02,1.11E-05,1.581381734,0.015438872,85.59835792
10,DynPy,1.053480456,0.012352685,0.005223339,0.154720924,0.010334281,0.012339977,0.018819073,0.255501514,2.41E-07,0.05153967,0.153630949,0.131447897,0.298439039,0.310820696,0.027278267,0.132037699,0.034020262,0.455246179,1.254769001,0.227447719,0.489773803,0.130086565,0.788329964,0.324238091,25.60676594,0.010306505,0.012309659,0.018766198,0.254956561,0.142994609,0.004174969,0.04,0.02,1.02E-05,1.514505487,0.015733845,58.53914857
11,DynPy,0.96679266,0.012222445,0.004869536,0.080654189,0.012739768,0.01404308,0.014419722,0.137804444,2.35E-07,0.052614563,0.165202021,0.141842337,0.306552129,0.259962902,0.028839135,0.080075168,0.023871099,0.402187487,0.999056361,0.219336245,0.368787286,0.143347532,0.841061931,0.302991201,25.62076187,0.012709039,0.014012117,0.014383364,0.13754069,0.154769311,0.004646251,0.04,0.02,1.03E-05,1.571754911,0.015003961,83.68350291
12,DynPy,0.936826951,0.012616896,0.004914558,0.094138287,0.008966435,0.009366258,0.010621019,0.162149954,2.15E-07,0.052445377,0.141541578,0.120312285,0.356886087,0.32086119,0.029778003,0.096356789,0.030838583,0.400609725,1.267275416,0.22864221,0.461453334,0.141585796,0.810742483,0.267667632,25.61470041,0.008944878,0.009345674,0.010594325,0.161840608,0.132860302,0.004726475,0.04,0.02,9.53E-06,1.629044836,0.013251604,81.66734338
13,DynPy,81.04621823,0.022083175,0.006917614,0.231886592,0.01774643,0.021843601,0.035588487,14.94832068,6.15E-04,8.37011E-05,0.030500866,0.145228854,0.269683846,0.330454528,0.033001381,0.120416126,0.029700675,0.381722376,1.231270218,0.27589555,0.497044454,0.116823856,0.167017945,0.201628652,25.53776176,0.011481501,0.014575254,0.022661236,10.43323306,0.001849223,1.92648E-05,0.04,0.02,2.65E-05,0.002699729,0.037992924,58.76527548
14,DynPy,0.917419341,0.010349196,0.004412285,0.079665288,0.007016251,0.008265327,0.010289703,0.163637963,2.19E-07,0.045745723,0.154553188,0.130352385,0.330838861,0.343711758,0.028879341,0.087182419,0.027610588,0.438784353,1.331786321,0.218270549,0.519795842,0.1460368,0.755080297,0.317466912,25.64587279,0.006996036,0.008243557,0.010258712,0.163263809,0.14332488,0.004299148,0.04,0.02,9.54E-06,1.401976858,0.017150354,77.10856557
15,DynPy,1.224389688,0.014315978,0.004457885,0.087736724,0.009608549,0.010844311,0.013833659,0.162968481,2.34E-07,0.048313276,0.116331137,0.146167115,0.324471225,0.293137126,0.022684935,0.092464488,0.026871477,0.351231987,1.042602259,0.20971383,0.372480668,0.139958863,0.762964179,0.281401965,25.58420128,0.00960665,0.010842353,0.013830801,0.162942938,0.115707399,0.04766713,0.04,0.02,1.00E-05,1.458149406,0.016484915,67.61467791
16,DynPy,38.81192266,0.112071852,0.038601177,5.366785041,2.557235939,3.321452099,2.983645306,11.12306012,6.89E-06,0.028502365,0.019066166,0.147452851,0.274928265,0.231263229,0.024699179,0.099419393,0.028394979,0.363560825,1.10151637,0.010325991,0.129767292,0.009910241,0.007282854,0.132931854,25.44603829,1.725494408,2.305712921,1.983884096,8.046775295,0.001288178,2.09E-05,0.04,0.02,0.000350107,0.902837679,0.024157078,86.35196304
17,DynPy,0.985784136,0.014147095,0.00648903,0.099809524,0.010962874,0.012104419,0.018982774,0.149787486,2.77E-07,0.055584172,0.142731755,0.115997185,0.331802359,0.353128819,0.025289632,0.096190072,0.030232583,0.404236032,1.058916202,0.24450043,0.412444587,0.131524022,0.663399146,0.297596195,25.49856687,0.010928709,0.012069935,0.018920935,0.149417025,0.130961298,0.002403984,0.04,0.02,1.19E-05,1.566663521,0.015756727,76.30155897
18,DynPy,0.963132097,0.013730854,0.004380473,0.098174225,0.011498495,0.012265426,0.014626033,0.200358997,1.79E-07,0.047668326,0.146476685,0.122639836,0.373052796,0.329041843,0.024691178,0.107775061,0.025736199,0.388502742,1.301216317,0.254211537,0.34387037,0.134945765,0.649970538,0.32585199,25.61248206,0.011464641,0.012232415,0.014581019,0.199890855,0.135519353,0.003734874,0.04,0.02,7.82E-06,1.451466593,0.016398481,76.05077887
19,DynPy,1.575673645,0.01343257,0.004581575,0.118374601,0.012541793,0.014818999,0.016411865,0.068982721,3.45E-07,0.052463222,0.073782787,0.140945375,0.305015373,0.36686746,0.036120357,0.120681946,0.028709705,0.377738434,1.272600877,0.262677,0.41899893,0.151858132,0.785366341,0.319170451,25.60220802,0.012541175,0.014818331,0.016411019,0.068980025,0.073680523,0.085858638,0.04,0.02,1.45E-05,1.499400888,0.016386296,70.77103209
20,DynPy,1398.484857,0.051545404,0.020694574,5.518301326,3.678535242,5.323801101,2.633274044,9.594381337,0.005209303,9.72344E-05,0.017684733,0.145136775,0.2552443,0.237275316,0.023439476,0.082897101,0.024154465,0.383713714,1.174144183,0.006990066,0.006768624,0.00678956,0.007268816,0.008038053,25.47438261,2.564038398,3.810217971,1.810529411,7.134779906,0.001330505,2.49E-05,0.04,0.02,0.251106498,0.003039094,0.022972157,91.4959898
21,DynPy,1.019826982,0.010465893,0.004461101,0.113368563,0.013905769,0.016781079,0.015973554,0.157603804,2.50E-07,0.062434089,0.163149927,0.139337266,0.315024773,0.324844906,0.025966484,0.098086259,0.029283603,0.447422961,1.330261156,0.246084632,0.365347556,0.126036,0.754892096,0.304555788,25.68643868,0.013874119,0.016746166,0.015935549,0.157319175,0.15296896,0.003596092,0.04,0.02,1.08E-05,1.745462457,0.013311536,78.89551973
22,DynPy,1.434366779,0.011194884,0.006897889,0.091855747,0.011043886,0.012012523,0.014296095,0.609338554,2.90E-07,0.052561555,0.110990086,0.148144302,0.318148452,0.355697085,0.029379054,0.117390187,0.027294381,0.467518363,1.030996874,0.282622571,0.499296127,0.157985853,0.706113617,0.287571211,25.68795023,0.011041796,0.012010446,0.014293266,0.609247084,0.110415488,0.047944528,0.04,0.02,1.14E-05,1.475574304,0.017171001,77.101053
23,DynPy,0.990929917,0.01017681,0.005873066,0.105657812,0.011979539,0.012910193,0.021523076,0.110287944,1.81E-07,0.059889352,0.140200229,0.115063188,0.32419617,0.367351302,0.02897818,0.119623987,0.029981899,0.446617963,1.124525691,0.271784298,0.415902755,0.131955005,0.832836915,0.358877784,25.65095257,0.011947248,0.012878383,0.021462432,0.11005204,0.130149842,0.00286379,0.04,0.02,7.68E-06,1.691566152,0.013673582,69.66380548
24,DynPy,0.965485964,0.011330664,0.005840414,0.089224842,0.009285132,0.010213532,0.01765867,0.209653597,2.12E-07,0.063586432,0.143623096,0.12217552,0.364571834,0.325075014,0.025773261,0.099476087,0.023770272,0.433396522,1.159286429,0.265389996,0.458614175,0.116764852,0.684925453,0.283863304,25.60025953,0.009264952,0.010193241,0.017618549,0.209292043,0.135125817,0.00351344,0.04,0.02,9.48E-06,1.840379119,0.011312023,80.92573857
25,DynPy,1.009476885,0.008332013,0.00557884,0.107479689,0.00867828,0.01087788,0.016416095,0.403752021,1.75E-07,0.057934679,0.152204883,0.131364383,0.380044261,0.328401383,0.02401058,0.094933217,0.028161924,0.439714817,1.21164185,0.22584347,0.441369334,0.136269967,0.602321715,0.321357497,25.68814028,0.008655098,0.010851318,0.016370256,0.402896176,0.141426802,0.003386281,0.04,0.02,7.84E-06,1.705166155,0.01316398,79.95058584
26,DynPy,1643.572243,0.136800945,0.043631695,5.404461479,4.006834777,4.844959289,2.482729025,9.856834755,0.006131041,1.90E-05,0.016157481,0.125239146,0.291551619,0.214139807,0.028809128,0.080591243,0.029394724,0.365215302,1.133665695,0.006796609,0.007203672,0.006753233,0.007239546,0.006990691,25.56567006,2.408818702,3.016245195,1.465984886,6.458641639,0.000798567,1.19E-05,0.04,0.02,0.298821531,0.00057981,0.020352393,92.06504178
27,DynPy,1.298830472,0.011539147,0.006485598,0.130508188,0.010980676,0.012215459,0.015018479,0.110685807,1.96E-07,0.05006241,0.104858164,0.140247164,0.302865458,0.303139382,0.026872884,0.109186746,0.028659174,0.369775472,1.147246749,0.23617868,0.410701968,0.145777371,0.852072026,0.317615924,25.62112845,0.010979065,0.012213821,0.015016177,0.110672931,0.104437862,0.053805139,0.04,0.02,8.45E-06,1.501541224,0.015892395,74.08668852
28,DynPy,1.326439907,0.010797587,0.005171504,0.10067716,0.016145278,0.018704031,0.016383923,0.159859356,2.13E-07,0.048029007,0.101392079,0.134831256,0.353446765,0.330290907,0.023510303,0.101965985,0.023580567,0.407559468,1.123925841,0.237158397,0.39553718,0.11989369,0.708144564,0.346669617,25.69099159,0.016142875,0.018701487,0.016381373,0.159840483,0.100978809,0.051002747,0.04,0.02,8.94E-06,1.416514626,0.017686783,77.47542572
29,DynPy,0.973643674,0.01329177,0.005142185,0.116297486,0.012680906,0.01299844,0.013095196,0.166429731,2.39E-07,0.050421715,0.135556205,0.112478454,0.289275179,0.283118855,0.031342967,0.114510993,0.027348993,0.394298709,1.305419798,0.225198936,0.413552995,0.13830032,0.670640682,0.307449954,25.55890115,0.012645162,0.012964947,0.013056611,0.16605745,0.125889325,0.003735467,0.04,0.02,1.05E-05,1.547900474,0.014622977,76.6000526
30,DynPy,10.66377572,0.011758345,0.005526255,3.978091389,0.047143282,0.054259124,0.118012714,17.54348169,1.61E-05,0.029968258,0.020292428,0.155531911,0.306263871,0.262235868,0.030928109,0.12297876,0.027891854,0.388198135,1.31928552,0.060423859,0.359927672,0.14911062,0.007500639,0.295090968,25.54702715,0.027265274,0.032562779,0.066969021,11.11599513,0.000909333,1.27E-05,0.04,0.02,0.000773533,0.895877179,0.025199108,80.17511368
31,DynPy,0.968293767,0.008796824,0.00481216,0.068399554,0.010976225,0.011928315,0.016222516,0.242315867,1.88E-07,0.051245277,0.157495387,0.137234561,0.289310223,0.311678547,0.023514823,0.08913979,0.027081018,0.435296171,1.113716954,0.248747055,0.421309359,0.117157738,0.69904705,0.347438369,25.54250628,0.010951234,0.011903489,0.016183904,0.241878087,0.148145711,0.005037276,0.04,0.02,8.28E-06,1.546951194,0.015145921,77.76662779
32,DynPy,1.010674868,0.012578162,0.005127218,0.099730167,0.013107841,0.014224794,0.019131979,0.126205635,2.07E-07,0.058802757,0.153346842,0.126633859,0.332224314,0.295452211,0.030596629,0.113495177,0.032886727,0.465392592,1.275193121,0.26286161,0.437936856,0.15041716,0.65875742,0.356045257,25.57637371,0.013071018,0.014188264,0.019075796,0.125924282,0.14170018,0.002643923,0.04,0.02,8.80E-06,1.623552428,0.015100125,79.68691278
33,DynPy,1.02899276,0.01209539,0.005960923,0.093214216,0.011105947,0.013388049,0.019301521,0.240311984,2.51E-07,0.059398713,0.161406266,0.141730923,0.366046305,0.301925071,0.024354398,0.087561649,0.025081076,0.450117154,1.196038809,0.217989149,0.392811491,0.1138287,0.76623383,0.325702729,25.70950953,0.011083452,0.013363263,0.019260653,0.239925784,0.152645372,0.005027276,0.04,0.02,1.11E-05,1.753078193,0.012236327,84.59742999
34,DynPy,1.004769444,0.010599338,0.006617077,0.088916796,0.012024705,0.01502703,0.012516606,0.201875008,2.23E-07,0.051331687,0.169667024,0.142157218,0.35290305,0.347862976,0.030789067,0.095687803,0.031196972,0.48076949,1.107143774,0.253532455,0.3898831,0.120388784,0.67177603,0.315013603,25.6537601,0.011987968,0.014985062,0.012476634,0.201385551,0.155849718,0.00289782,0.04,0.02,9.42E-06,1.427669142,0.018362422,87.67842078
35,DynPy,0.935290567,0.00991585,0.005895389,0.112238382,0.010292456,0.011892283,0.0150921,0.109577578,1.88E-07,0.052745423,0.139465592,0.113181143,0.358115435,0.29052154,0.024923429,0.085613563,0.029164391,0.484615889,1.028075956,0.243062484,0.464811474,0.13867928,0.787372185,0.353275067,25.67185344,0.01026105,0.011859111,0.015043962,0.109312228,0.128418568,0.002796366,0.04,0.02,8.16E-06,1.547193425,0.015627527,79.26592183
36,DynPy,1.032868429,0.012689082,0.005325039,0.135373086,0.012899737,0.013986773,0.014250454,0.195749625,2.54E-07,0.056396997,0.160821354,0.135367784,0.284985322,0.293243733,0.028203663,0.122256093,0.032433608,0.455355722,1.247666268,0.229139999,0.420195401,0.162255584,0.733733758,0.32403966,25.6652428,0.012864214,0.013951563,0.014209432,0.195321851,0.148946836,0.003092737,0.04,0.02,1.08E-05,1.578807656,0.015822089,85.74314594
37,DynPy,21.1768477,0.175437554,0.069478647,5.328390096,0.416878018,0.481900634,4.163399196,15.4982517,3.62E-06,0.029703803,0.018091613,0.131143305,0.226642844,0.282931917,0.033601229,0.110465585,0.032292263,0.395963829,1.061090037,0.00984999,0.431873793,0.012453766,0.007624982,0.182562999,25.45834803,0.200726876,0.242877085,1.958519103,8.359146482,0.000568369,8.34E-06,0.04,0.02,0.000180671,0.930933555,0.023917337,79.71333647
38,DynPy,1.002143125,0.010665173,0.006193986,0.120163377,0.012757719,0.01572925,0.013102062,0.104256854,3.25E-07,0.056300031,0.141073561,0.116776478,0.301279093,0.286130027,0.02590866,0.107087323,0.031499029,0.463980077,1.100655156,0.213720391,0.44053873,0.141322394,0.879334783,0.329017453,25.65766394,0.01272436,0.015691654,0.01306625,0.104040528,0.131428642,0.003445759,0.04,0.02,1.40E-05,1.650885644,0.013791907,63.80081248
39,DynPy,11.34609381,0.013362847,0.00630516,3.791239471,0.033722675,0.037685196,0.518501214,18.49436968,1.47E-05,0.052233833,0.005513517,0.146660246,0.30314355,0.30579228,0.027384637,0.119281721,0.031436644,0.445590327,1.105577538,0.073768149,0.412724073,0.127490818,0.007369707,0.242495966,25.44194397,0.017190398,0.020056849,0.258548629,10.49183008,0.000205957,1.62E-05,0.04,0.02,0.000747653,1.810537014,0.008344289,60.01655769
40,DynPy,1.17304475,0.010751222,0.005179721,0.105740629,0.010897699,0.013182489,0.019667854,0.738401346,2.12E-07,0.051135705,0.155386105,0.143110933,0.309329852,0.320339318,0.026295766,0.110840898,0.033473461,0.422023581,1.18334627,0.208677021,0.429549746,0.144687956,0.671226735,0.366378879,25.70042499,0.010872543,0.013154673,0.019620394,0.737048835,0.146058896,0.005225293,0.04,0.02,8.99E-06,1.509539726,0.015866094,66.44993591
41,DynPy,1.949806144,0.012243545,0.005831271,0.1189733,0.009316644,0.011309438,0.01485598,1.381899063,2.35E-07,0.055947587,0.050274819,0.151220807,0.306873933,0.267730574,0.029104941,0.111848563,0.025811585,0.367773456,1.217887447,0.217193225,0.492670768,0.139248034,0.730362757,0.322322689,25.6667318,0.009316141,0.011308879,0.014855141,1.381839827,0.050201685,0.099143438,0.04,0.02,7.91E-06,1.452895635,0.019199774,76.0601182
42,DynPy,1.413758529,0.016889985,0.005910066,0.133796591,0.013025137,0.014831407,0.016645562,0.079162673,2.32E-07,0.04585066,0.089570201,0.134295434,0.26508193,0.343742433,0.038441907,0.108242971,0.030703629,0.394506658,1.221914567,0.22943138,0.412964062,0.154274796,0.724446496,0.378037106,25.63229447,0.013023672,0.014829882,0.016643604,0.07915561,0.08929889,0.063438701,0.04,0.02,9.43E-06,1.344077242,0.018118571,54.85931611
43,DynPy,2.67994442,0.010349332,0.005602359,0.130476618,0.01125998,0.012706495,0.015532015,5.725605756,2.47E-07,0.0525887,0.055706239,0.14655257,0.289998674,0.343032956,0.025304354,0.096682369,0.029408065,0.476018388,1.257908337,0.241789771,0.505456841,0.149450191,0.570427982,0.346307189,25.58140481,0.011253917,0.012700241,0.015523271,5.723160213,0.054899549,0.021953232,0.04,0.02,1.06E-05,1.582128056,0.014408813,61.06205106
44,DynPy,2.21773436,0.016885253,0.006485508,0.093854137,0.0091525,0.011011825,0.017656454,4.492348293,3.21E-07,0.059775187,0.086424407,0.125225083,0.32335992,0.323121985,0.032862389,0.123238098,0.029307007,0.436719461,1.231121879,0.284220564,0.439373196,0.136044776,0.643095613,0.323882876,25.66360404,0.009091156,0.010944334,0.017532772,4.468435176,0.073190773,0.00194615,0.04,0.02,1.61E-05,2.04765575,0.0048698,69.36145139
45,DynPy,2.08874442,0.012434475,0.005116215,0.074343435,0.008773323,0.00886326,0.017807532,3.75639429,1.56E-07,0.108369704,0.088935397,0.150471963,0.378738862,0.326433556,0.027751046,0.080398566,0.030962329,0.354350743,1.327053841,0.253438437,0.442477605,0.124962214,0.709920793,0.369657719,25.6864485,0.008770206,0.008860381,0.017800916,3.755335525,0.088033796,0.023501171,0.04,0.02,7.97E-06,3.409893342,-0.014825773,74.96724129
46,DynPy,5.366099752,0.01075227,0.005632211,0.130221889,0.015909694,0.018191114,0.01774352,20.19240627,6.41E-07,0.035670777,0.015066217,0.149504354,0.286760119,0.29923307,0.031122325,0.094668429,0.024999761,0.442535269,1.179777324,0.26196638,0.480191796,0.133764659,0.007054225,0.282332169,25.62326992,0.007594505,0.009092679,0.008273335,10.8075252,0.000474183,1.05E-05,0.04,0.02,3.14E-05,1.131343678,0.020572188,80.51028824
47,DynPy,5.984334194,0.013476243,0.007570489,0.35797611,0.014208262,0.014243568,0.028896046,21.36112855,3.11E-06,0.061277134,0.006050388,0.118369947,0.296073182,0.288231243,0.027776696,0.122419769,0.03051026,0.443118384,1.050409574,0.209919833,0.460529574,0.139759947,0.007579177,0.326609289,25.57145703,0.005100045,0.00541137,0.010078539,8.840023853,0.000116296,4.60E-06,0.04,0.02,0.000156173,1.933724583,0.008117265,63.41588449
48,DynPy,1.022095885,0.014867465,0.004575588,0.092431472,0.011294188,0.011657382,0.017197399,0.183698337,2.51E-07,0.063301132,0.172075374,0.150499017,0.305879272,0.282374169,0.029591944,0.102345774,0.031729316,0.382935196,1.124525945,0.254217769,0.437132195,0.149422895,0.786710707,0.339300994,25.61587851,0.011271979,0.011636429,0.017162049,0.183411738,0.162758961,0.004593545,0.04,0.02,1.10E-05,1.790941957,0.012274298,87.14542365
49,DynPy,1.042071738,0.01116127,0.006992611,0.119334433,0.012630508,0.014769482,0.013292169,0.243885977,2.20E-07,0.059923908,0.141675991,0.122531339,0.28948328,0.296478692,0.031998288,0.120578473,0.028099153,0.461431669,1.231502178,0.223377062,0.455391698,0.163743639,0.791460471,0.348526319,25.57705738,0.012603542,0.014740659,0.013262503,0.243472834,0.133746396,0.00470882,0.04,0.02,9.42E-06,1.772791141,0.011536406,58.94186211
50,DynPy,1269.27862,0.018552677,0.006174304,5.386087625,3.992799355,4.98026734,2.232087177,10.13536665,0.004801774,3.26E-06,0.017953994,0.128111103,0.270862344,0.227832879,0.028847938,0.108580512,0.030713609,0.35211276,1.079662363,0.007087282,0.007523626,0.007222253,0.007120358,0.00703452,25.48315763,2.413427217,3.116425236,1.32534432,6.672327194,0.000934744,1.62E-05,0.04,0.02,0.224364687,1.02E-04,0.02461365,79.96121788
51,DynPy,1.39266329,0.011288463,0.007240616,0.135437127,0.00988091,0.011193125,0.016461018,0.119308882,1.95E-07,0.052734715,0.098152314,0.142535116,0.331162146,0.373967968,0.027194837,0.131008144,0.031030894,0.474320686,1.098025903,0.213766435,0.568278392,0.126733983,0.815048344,0.378210964,25.63727948,0.009879902,0.011192082,0.016459262,0.119299229,0.097872821,0.062519205,0.04,0.02,8.07E-06,1.50607915,0.01624927,63.61574125
