Parameter_set,Column2,R,T_base,P_atm,T_op,f_sI_xc,f_xI_xc,f_ch_xc,f_pr_xc,f_li_xc,N_xc,N_I,N_aa,C_xc,C_sI,C_ch,C_pr,C_li,C_xI,C_su,C_aa,f_fa_li,C_fa,f_h2_su,f_bu_su,f_pro_su,f_ac_su,N_bac,C_bu,C_pro,C_ac,C_bac,Y_su,f_h2_aa,f_va_aa,f_bu_aa,f_pro_aa,f_ac_aa,C_va,Y_aa,Y_fa,Y_c4,Y_pro,C_ch4,Y_ac,Y_h2,k_dis,k_hyd_ch,k_hyd_pr,k_hyd_li,K_S_IN,k_m_su,K_S_su,pH_UL_aa,pH_LL_aa,k_m_aa,K_S_aa,k_m_fa,K_S_fa,K_I_h2_fa,k_m_c4,K_S_c4,K_I_h2_c4,k_m_pro,K_S_pro,K_I_h2_pro,k_m_ac,K_S_ac,K_I_nh3,pH_UL_ac,pH_LL_ac,k_m_h2,K_S_h2,pH_UL_h2,pH_LL_h2,k_dec_X_su,k_dec_X_aa,k_dec_X_fa,k_dec_X_c4,k_dec_X_pro,k_dec_X_ac,k_dec_X_h2,T_ad,K_h2o,K_a_va,K_a_bu,K_a_pro,K_a_ac,K_a_co2,K_a_IN,k_AB_va,k_AB_bu,k_AB_pro,k_AB_ac,k_AB_co2,k_AB_IN,p_gas_h2o,k_p,k_L_a,K_H_co2,K_H_ch4,K_H_h2,V_liq,V_gas,Q_ad,tresX,k_dec_all
30.0,,0.083145,298.15,1.013,303.6105185,0.106154885,0.202853318,0.200846932,0.19833643,0.269108045,0.002555177,0.004206907,0.008000769,0.025154835,0.02665087,0.03454586,0.032363961,0.022,0.034213603,0.0313,0.033336105,0.95,0.0217,0.217959328,0.111528012,0.288208876,0.371281988,0.005714286,0.025,0.0268,0.0313,0.0313,0.093101594,0.0613585,0.214057011,0.243423967,0.043100299,0.395759899,0.024,0.088090322,0.052444312,0.054336568,0.045486515,0.0156,0.057211327,0.064952852,0.528400729,9.155714492,8.5289045,10.49710065,0.000105953,32.22849582,0.466433089,5.003324439,3.679950226,51.2561557,0.339343868,5.703175847,0.371196884,5.13e-6,17.7500306,0.18843846,8.68e-6,14.63568952,0.111520646,3.98e-6,8.272602177,0.138636391,0.001551611,8.030270011,7.151007508,31.30131815,7.17e-6,5.647919643,4.950973512,0.020016186,0.019023049,0.021165043,0.019860831,0.018058125,0.017130861,0.017462876,303.6105185,1.5e-14,1.38e-5,1.51e-5,1.32e-5,1.74e-5,4.72e-7,8.2e-10,1.1339076465e10,1.1648088243e10,1.1948922602e10,1.0583691896e10,1.0864190611e10,1.1951309423e10,0.043065675,50000.0,200.0,0.030402526,0.001262582,0.0007567,3308.323692,289.0917386,190.0916035,40.0,0.02
