R,T_base,P_atm,T_op,f_sI_xc,f_xI_xc,f_ch_xc,f_pr_xc,f_li_xc,N_xc,N_I,N_aa,C_xc,C_sI,C_ch,C_pr,C_li,C_xI,C_su,C_aa,f_fa_li,C_fa,f_h2_su,f_bu_su,f_pro_su,f_ac_su,N_bac,C_bu,C_pro,C_ac,C_bac,Y_su,f_h2_aa,f_va_aa,f_bu_aa,f_pro_aa,f_ac_aa,C_va,Y_aa,Y_fa,Y_c4,Y_pro,C_ch4,Y_ac,Y_h2,k_dis,k_hyd_ch,k_hyd_pr,k_hyd_li,K_S_IN,k_m_su,K_S_su,pH_UL_aa,pH_LL_aa,k_m_aa,K_S_aa,k_m_fa,K_S_fa,K_I_h2_fa,k_m_c4,K_S_c4,K_I_h2_c4,k_m_pro,K_S_pro,K_I_h2_pro,k_m_ac,K_S_ac,K_I_nh3,pH_UL_ac,pH_LL_ac,k_m_h2,K_S_h2,pH_UL_h2,pH_LL_h2,k_dec_X_su,k_dec_X_aa,k_dec_X_fa,k_dec_X_c4,k_dec_X_pro,k_dec_X_ac,k_dec_X_h2,T_ad,K_h2o,K_a_va,K_a_bu,K_a_pro,K_a_ac,K_a_co2,K_a_IN,k_AB_va,k_AB_bu,k_AB_pro,k_AB_ac,k_AB_co2,k_AB_IN,p_gas_h2o,k_p,k_L_a,K_H_co2,K_H_ch4,K_H_h2,V_liq,V_gas,Q_ad,tresX,k_dec_all,ka,kd
0.083145,298.15,1.013,308.15,0.1,0.2,0.2,0.2,0.3,0.002685714,0.004286,0.007,0.02786,0.03,0.0313,0.03,0.022,0.03,0.0313,0.03,0.95,0.0217,0.19,0.13,0.27,0.41,0.005714286,0.025,0.0268,0.0313,0.0313,0.1,0.06,0.23,0.26,0.05,0.4,0.024,0.08,0.06,0.06,0.04,0.0156,0.05,0.06,0.5,10,10,10,0.0001,30,0.5,5.5,4,50,0.3,6,0.4,5.00E-06,20,0.2,1.00E-05,13,0.1,3.50E-06,8,0.15,0.0018,7,6,35,7.00E-06,6,5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,308.15,2.08E-14,1.38E-05,1.51E-05,1.32E-05,1.74E-05,4.94E-07,1.11E-09,1.00E+10,1.00E+10,1.00E+10,1.00E+10,1.00E+10,1.00E+10,0.055667745,50000,200,0.027146693,0.001161903,0.000738465,3400,300,170,40,0.02,0.3,0.01
